x,y,layer1,layer2,voltage1,voltage2,current
1623.72,244.435,TOP_LAYER,GND,0.011582,0.0115825,-0.00334704
1623.72,244.435,GND,POWER,0.0115825,0.0115864,-0.00183046
1623.72,244.435,POWER,BOTTOM_LAYER,0.0115864,0.0115867,-0.00183046
1623.72,401.916,TOP_LAYER,GND,0.0115147,0.0115143,0.00303464
1623.72,401.916,GND,POWER,0.0115143,0.0115224,-0.00381568
1623.72,401.916,POWER,BOTTOM_LAYER,0.0115224,0.011523,-0.00381568
1623.72,874.357,TOP_LAYER,GND,0.010978,0.0109785,-0.00340486
1623.72,874.357,GND,POWER,0.0109785,0.0110271,-0.0228015
1623.72,874.357,POWER,BOTTOM_LAYER,0.0110271,0.0110304,-0.0228015
1663.09,323.175,TOP_LAYER,GND,0.01156,0.0115625,-0.0170189
1663.09,323.175,GND,POWER,0.0115625,0.0115723,-0.00460868
1663.09,323.175,POWER,BOTTOM_LAYER,0.0115723,0.011573,-0.00460868
1663.09,480.656,TOP_LAYER,GND,0.0114866,0.0114792,0.0501443
1663.09,480.656,GND,POWER,0.0114792,0.011481,-0.000799523
1663.09,480.656,POWER,BOTTOM_LAYER,0.011481,0.0114811,-0.000799523
1702.46,244.435,TOP_LAYER,GND,0.0116177,0.0116219,-0.028708
1702.46,244.435,GND,POWER,0.0116219,0.0116305,-0.00401098
1702.46,244.435,POWER,BOTTOM_LAYER,0.0116305,0.0116311,-0.00401098
1702.46,401.916,TOP_LAYER,GND,0.0115301,0.011532,-0.0130252
1702.46,401.916,GND,POWER,0.011532,0.0115414,-0.00441115
1702.46,401.916,POWER,BOTTOM_LAYER,0.0115414,0.011542,-0.00441115
1702.46,559.396,TOP_LAYER,GND,0.0113726,0.0113726,-1.18962e-14
1702.46,559.396,GND,POWER,0.0113726,0.011394,-0.0100581
1702.46,559.396,POWER,BOTTOM_LAYER,0.011394,0.0113955,-0.0100581
1702.46,874.357,TOP_LAYER,GND,0.0109659,0.0109603,0.0383487
1702.46,874.357,GND,POWER,0.0109603,0.0110181,-0.0271172
1702.46,874.357,POWER,BOTTOM_LAYER,0.0110181,0.0110221,-0.0271172
1742.14,1461.41,TOP_LAYER,GND,0.010009,0.010009,4.6219e-14
1742.14,1461.41,GND,POWER,0.010009,0.010009,-1.26427e-13
1742.14,1461.41,POWER,BOTTOM_LAYER,0.010009,0.010009,-9.24381e-14
1741.83,165.695,TOP_LAYER,GND,0.0117044,0.0117027,0.0119015
1741.83,165.695,GND,POWER,0.0117027,0.0116925,0.00475473
1741.83,165.695,POWER,BOTTOM_LAYER,0.0116925,0.0116918,0.00475473
1781.2,86.9548,TOP_LAYER,GND,0.0117598,0.0117589,0.00640171
1781.2,86.9548,GND,POWER,0.0117589,0.0117466,0.00577797
1781.2,86.9548,POWER,BOTTOM_LAYER,0.0117466,0.0117457,0.00577797
1820.57,165.695,TOP_LAYER,GND,0.0117903,0.0117858,0.0307017
1820.57,165.695,GND,POWER,0.0117858,0.0117633,0.0105834
1820.57,165.695,POWER,BOTTOM_LAYER,0.0117633,0.0117617,0.0105834
1859.94,86.9548,TOP_LAYER,GND,0.0118442,0.0118429,0.00910785
1859.94,86.9548,GND,POWER,0.0118429,0.0118254,0.00817485
1859.94,86.9548,POWER,BOTTOM_LAYER,0.0118254,0.0118242,0.00817485
1899.31,165.695,TOP_LAYER,GND,0.0118796,0.0118745,0.0346829
1899.31,165.695,GND,POWER,0.0118745,0.0118457,0.0135332
1899.31,165.695,POWER,BOTTOM_LAYER,0.0118457,0.0118437,0.0135332
1938.68,86.9548,TOP_LAYER,GND,0.0119377,0.0119363,0.00928482
1938.68,86.9548,GND,POWER,0.0119363,0.0119163,0.009364
1938.68,86.9548,POWER,BOTTOM_LAYER,0.0119163,0.011915,0.009364
1978.05,165.695,TOP_LAYER,GND,0.0119713,0.0119683,0.0209102
1978.05,165.695,GND,POWER,0.0119683,0.0119408,0.0128781
1978.05,165.695,POWER,BOTTOM_LAYER,0.0119408,0.0119389,0.0128781
1978.05,323.175,TOP_LAYER,GND,0.0118976,0.0118821,0.10608
1978.05,323.175,GND,POWER,0.0118821,0.0118282,0.0252964
1978.05,323.175,POWER,BOTTOM_LAYER,0.0118282,0.0118245,0.0252964
2017.42,86.9548,TOP_LAYER,GND,0.012043,0.0120417,0.00852269
2017.42,86.9548,GND,POWER,0.0120417,0.0120205,0.0099437
2017.42,86.9548,POWER,BOTTOM_LAYER,0.0120205,0.0120191,0.0099437
2017.42,874.357,TOP_LAYER,GND,0.0106087,0.0106453,-0.251152
2017.42,874.357,GND,POWER,0.0106453,0.0108503,-0.0961214
2017.42,874.357,POWER,BOTTOM_LAYER,0.0108503,0.0108643,-0.0961214
2017.42,1189.32,TOP_LAYER,GND,0.0100594,0.0100496,0.0675847
2017.42,1189.32,GND,POWER,0.0100496,0.0100095,0.0188003
2017.42,1189.32,POWER,BOTTOM_LAYER,0.0100095,0.0100068,0.0188003
2056.79,165.695,TOP_LAYER,GND,0.0120793,0.0120778,0.00996352
2056.79,165.695,GND,POWER,0.0120778,0.0120512,0.0125163
2056.79,165.695,POWER,BOTTOM_LAYER,0.0120512,0.0120493,0.0125163
2056.79,953.097,TOP_LAYER,GND,0.0104838,0.0105012,-0.119275
2056.79,953.097,GND,POWER,0.0105012,0.0106694,-0.0789171
2056.79,953.097,POWER,BOTTOM_LAYER,0.0106694,0.0106809,-0.0789171
2056.79,1110.58,TOP_LAYER,GND,0.0102074,0.0102083,-0.0061912
2056.79,1110.58,GND,POWER,0.0102083,0.0102896,-0.0381049
2056.79,1110.58,POWER,BOTTOM_LAYER,0.0102896,0.0102951,-0.0381049
2056.79,1268.06,TOP_LAYER,GND,0.0098615,0.0098158,0.313364
2056.79,1268.06,GND,POWER,0.0098158,0.00960384,0.0994015
2056.79,1268.06,POWER,BOTTOM_LAYER,0.00960384,0.00958934,0.0994015
2096.16,86.9548,TOP_LAYER,GND,0.0121648,0.0121632,0.0110032
2096.16,86.9548,GND,POWER,0.0121632,0.0121389,0.0113721
2096.16,86.9548,POWER,BOTTOM_LAYER,0.0121389,0.0121373,0.0113721
2096.16,874.357,TOP_LAYER,GND,0.0105943,0.0106285,-0.234944
2096.16,874.357,GND,POWER,0.0106285,0.0108285,-0.0937702
2096.16,874.357,POWER,BOTTOM_LAYER,0.0108285,0.0108422,-0.0937702
2135.53,165.695,TOP_LAYER,GND,0.0122208,0.0122159,0.0337828
2135.53,165.695,GND,POWER,0.0122159,0.0121784,0.0175915
2135.53,165.695,POWER,BOTTOM_LAYER,0.0121784,0.0121758,0.0175915
2135.53,953.097,TOP_LAYER,GND,0.0104727,0.0104846,-0.081947
2135.53,953.097,GND,POWER,0.0104846,0.0106386,-0.0722245
2135.53,953.097,POWER,BOTTOM_LAYER,0.0106386,0.0106492,-0.0722245
2135.53,1110.58,TOP_LAYER,GND,0.0101932,0.0101758,0.119231
2135.53,1110.58,GND,POWER,0.0101758,0.0102508,-0.0351495
2135.53,1110.58,POWER,BOTTOM_LAYER,0.0102508,0.0102559,-0.0351495
2174.9,244.435,TOP_LAYER,GND,0.0122854,0.0122695,0.109145
